name;adddate;application;conscurvature;convex;density;dualbound;formats;gap;initinfeasibility;laghessianavgblocksize;laghessianmaxblocksize;laghessianminblocksize;maxcoef;mincoef;nbinvars;ncons;ncontvars;ngennlcons;ngennlfunc;nintvars;njacobiannlnz;njacobiannz;nlaghessianblocks;nlaghessiandiagnz;nlaghessiannz;nldensity;nlincons;nlinfunc;nlnz;nloperands;nnlbinvars;nnlfunc;nnlintvars;nnlsemi;nnlvars;nobjnlnz;nobjnz;npolynomcons;npolynomfunc;nquadcons;nquadfunc;nsemi;nsignomcons;nsignomfunc;nsos1;nsos2;nvars;nz;objcurvature;objsense;objtype;opabs;opcentropy;opcos;opcvpower;opdiv;operrorf;opexp;opgamma;oplog;oplog10;opmin;opmod;opmul;oppower;oprpower;opsignpower;opsin;opsqr;opsqrt;optanh;opvcpower;primalbound;probtype;references;source;sourceids
kall_congruentcircles_c71;2014-08-15;Geometry;indefinite;False;0.14754098360655737;1.502211969;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};5.904626100845489e-07;5.247787144;5.333333;7;2;1.0;1.0;0;60;18;0;0;0;86;161;3;14;100;0.24431818181818182;38;39;86;set();0;22;0;0;16;0;1;0;0;22;22;0;0;0;0;0;18;162;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;1.502212856;QCP;['Kallrath2009'];ANTIGONELIB(Other_MIQCQP/kall_congruentcircles_c71);['ANTIGONE test library']
kall_congruentcircles_c72;2014-08-15;Geometry;indefinite;False;0.14754098360655737;1.96631268;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};9.108419115134085e-07;5.247787144;5.333333;7;2;1.0;1.0;0;60;18;0;0;0;86;161;3;14;100;0.24431818181818182;38;39;86;set();0;22;0;0;16;0;1;0;0;22;22;0;0;0;0;0;18;162;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;1.966314471;QCP;['Kallrath2009'];ANTIGONELIB(Other_MIQCQP/kall_congruentcircles_c72);['ANTIGONE test library']
kall_diffcircles_10;2014-08-15;Geometry;indefinite;False;0.13425925925925927;11.93549242;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};2.2537821699081548e-07;39.38539455;7.333333;10;2;1.0;1.0;0;71;24;0;0;0;182;231;3;20;202;0.17984189723320157;25;26;182;set();0;46;0;0;22;0;1;0;0;46;46;0;0;0;0;0;24;232;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;11.93549511;QCP;['Kallrath2009'];ANTIGONELIB(Other_MIQCQP/kall_diffcircles_10);['ANTIGONE test library']
kall_diffcircles_5a;2014-08-15;Geometry;indefinite;False;0.19428571428571428;5.116178891;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};1.9545837141888342e-09;14.64008701;4.0;5;2;1.0;1.0;0;24;14;0;0;0;42;67;3;10;52;0.3181818181818182;13;14;42;set();0;11;0;0;12;0;1;0;0;11;11;0;0;0;0;0;14;68;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;5.116178901;QCP;['Kallrath2009'];ANTIGONELIB(Other_MIQCQP/kall_diffcircles_5a);['ANTIGONE test library']
kall_diffcircles_5b;2014-08-15;Geometry;indefinite;False;0.19428571428571428;5.116178199;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};1.3721179602406667e-07;14.64008701;4.0;5;2;1.0;1.0;0;24;14;0;0;0;42;67;3;10;52;0.3181818181818182;13;14;42;set();0;11;0;0;12;0;1;0;0;11;11;0;0;0;0;0;14;68;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;5.116178901;QCP;['Kallrath2009'];ANTIGONELIB(Other_MIQCQP/kall_diffcircles_5b);['ANTIGONE test library']
kall_diffcircles_6;2014-08-15;Geometry;indefinite;False;0.1796875;7.787894581;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};1.926066178338161e-09;19.94937859;4.666667;6;2;1.0;1.0;0;31;16;0;0;0;62;91;3;12;74;0.2767857142857143;15;16;62;set();0;16;0;0;14;0;1;0;0;16;16;0;0;0;0;0;16;92;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;7.787894596;QCP;['Kallrath2009'];ANTIGONELIB(Other_MIQCQP/kall_diffcircles_6);['ANTIGONE test library']
kall_diffcircles_7;2014-08-15;Geometry;indefinite;False;0.16531165311653118;7.153130134;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};1.9557871493945422e-07;21.08035195;5.333333;7;2;1.0;1.0;0;40;18;0;0;0;86;121;3;14;100;0.24431818181818182;18;19;86;set();0;22;0;0;16;0;1;0;0;22;22;0;0;0;0;0;18;122;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;7.153131533;QCP;['Kallrath2009'];ANTIGONELIB(Other_MIQCQP/kall_diffcircles_7);['ANTIGONE test library']
kall_diffcircles_8;2014-08-15;Geometry;indefinite;False;0.154;14.4812587;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};8.286572564790954e-09;36.71504079;6.0;8;2;1.0;1.0;0;49;20;0;0;0;114;153;3;16;130;0.21839080459770116;20;21;114;set();0;29;0;0;18;0;1;0;0;29;29;0;0;0;0;0;20;154;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;14.48125882;QCP;['Kallrath2009'];ANTIGONELIB(Other_MIQCQP/kall_diffcircles_8);['ANTIGONE test library']
kall_diffcircles_9;2014-08-15;Geometry;indefinite;False;0.14307004470938897;13.35028268;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};2.0823529115476373e-07;37.84601415;6.666667;9;2;1.0;1.0;0;60;22;0;0;0;146;191;3;18;164;0.1972972972972973;23;24;146;set();0;37;0;0;20;0;1;0;0;37;37;0;0;0;0;0;22;192;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;13.35028546;QCP;['Kallrath2009'];ANTIGONELIB(Other_MIQCQP/kall_diffcircles_9);['ANTIGONE test library']
kall_ellipsoids_tc02b;2016-04-26;Geometry;indefinite;False;0.023943485871467867;22.5;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.43999999999999995;5.535399671;3.833333;24;1;3.0;0.25;0;128;124;1;1;0;133;382;18;46;448;0.04015700483091787;80;81;133;{'sqrt', 'mul', 'sqr'};0;48;0;0;69;0;1;4;4;43;43;0;0;0;0;0;124;383;linear;min;linear;;;;;;;;;;;;;True;;;;;True;True;;;32.4;NLP;['Kallrath2015'];;['other']
kall_ellipsoids_tc03c;2016-04-26;Geometry;indefinite;False;0.016306777833302647;18.97521963;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.9211139038605162;10.97521963;4.269231;45;1;3.0;0.25;0;196;193;3;3;0;238;619;26;73;853;0.028974920866812758;122;123;238;{'sqrt', 'mul', 'sqr'};0;74;0;0;111;0;1;5;5;66;66;0;0;0;0;0;193;620;linear;min;linear;;;;;;;;;;;;;True;;;;;True;True;;;36.45355826;NLP;['Kallrath2015'];;['other']
kall_ellipsoids_tc05a;2016-04-26;Geometry;indefinite;False;0.012315270935960592;20.99212211;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.8767923844741773;285.6128494;12.409091;210;1;11.11111;0.144;0;461;464;0;0;0;2008;2639;22;225;4581;0.022913742539910763;140;141;2008;set();0;321;0;0;273;0;1;126;126;195;195;0;0;0;0;0;464;2640;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;39.39785491;NLP;['Kallrath2015'];;['other']
kissing2;2018-08-18;Kissing Number Problem;concave;False;0.019998000199980003;100.0;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;4.0;96.5;100;93;4.0;4.0;0;10000;772;0;0;0;153628;153628;8;772;74540;0.019998000199980003;0;0;154400;set();0;10001;0;0;772;772;772;0;0;10000;10001;0;0;0;0;0;772;154400;convex;min;quadratic;;;;;;;;;;;;;;;;;;;;;;100.0;QCQP;['ConwaySloane1999'];"QPLIB(8685), contributed by Nick Gould, CUTEr model <a href=""ftp://ftp.numerical.rl.ac.uk/pub/cutest/sif/KISSING2.SIF"">KISSING2</a>";['other']
knp3-12;2014-08-18;Kissing Number Problem;indefinite;False;0.17071501881628465;3.319647776;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};2.0026496210617277;3.161604996;12.0;12;12;4.0;1.0;0;78;37;0;0;0;432;498;3;36;432;0.15384615384615385;0;1;432;set();0;78;0;0;36;0;1;0;0;78;78;0;0;0;0;0;37;499;linear;max;linear;;;;;;;;;;;;;;;;;;;;;;1.105572809;QCP;['g00510'];GAMSMODELLIB(knp);['GAMS Model Library']
knp4-24;2014-08-18;Kissing Number Problem;indefinite;False;0.08839949309860602;3.761935073;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};2.761935073;4.11993163;24.0;24;24;4.0;1.0;0;300;97;0;0;0;2304;2580;4;96;2304;0.08;0;1;2304;set();0;300;0;0;96;0;1;0;0;300;300;0;0;0;0;0;97;2581;linear;max;linear;;;;;;;;;;;;;;;;;;;;;;1.0;QCP;['g00510'];GAMSMODELLIB(knp);['GAMS Model Library']
knp5-40;2014-08-18;Kissing Number Problem;indefinite;False;0.0532114094569782;4.000000516;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};3.0615112864448335;9.896151369;40.0;40;40;4.0;1.0;0;820;201;0;0;0;8000;8780;5;200;8000;0.04878048780487805;0;1;8000;set();0;820;0;0;200;0;1;0;0;820;820;0;0;0;0;0;201;8781;linear;max;linear;;;;;;;;;;;;;;;;;;;;;;0.9848552014;QCP;['g00510'];GAMSMODELLIB(knp);['GAMS Model Library']
knp5-41;2014-08-18;Kissing Number Problem;indefinite;False;0.05195638952087041;4.000000002;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};3.1284531251993397;9.896151369;41.0;41;41;4.0;1.0;0;861;206;0;0;0;8405;9225;5;205;8405;0.047619047619047616;0;1;8405;set();0;861;0;0;205;0;1;0;0;861;861;0;0;0;0;0;206;9226;linear;max;linear;;;;;;;;;;;;;;;;;;;;;;0.9688858952;QCP;['g00510'];GAMSMODELLIB(knp);['GAMS Model Library']
knp5-42;2014-08-18;Kissing Number Problem;indefinite;False;0.05075913265948077;4.000000516;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};3.1663562368850453;9.896151369;42.0;42;42;4.0;1.0;0;903;211;0;0;0;8820;9681;5;210;8820;0.046511627906976744;0;1;8820;set();0;903;0;0;210;0;1;0;0;903;903;0;0;0;0;0;211;9682;linear;max;linear;;;;;;;;;;;;;;;;;;;;;;0.9600716522;QCP;['g00510'];GAMSMODELLIB(knp);['GAMS Model Library']
knp5-43;2014-08-18;Kissing Number Problem;indefinite;False;0.04961574562947319;4.000000516;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};3.22153695661009;9.896151369;43.0;43;43;4.0;1.0;0;946;216;0;0;0;9245;10148;5;215;9245;0.045454545454545456;0;1;9245;set();0;946;0;0;215;0;1;0;0;946;946;0;0;0;0;0;216;10149;linear;max;linear;;;;;;;;;;;;;;;;;;;;;;0.9475223259;QCP;['g00510'];GAMSMODELLIB(knp);['GAMS Model Library']
knp5-44;2014-08-18;Kissing Number Problem;indefinite;False;0.04852267694316724;4.000000516;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};3.2324281182623853;9.896151369;44.0;44;44;4.0;1.0;0;990;221;0;0;0;9680;10626;5;220;9680;0.044444444444444446;0;1;9680;set();0;990;0;0;220;0;1;0;0;990;990;0;0;0;0;0;221;10627;linear;max;linear;;;;;;;;;;;;;;;;;;;;;;0.9450840993;QCP;['g00510'];GAMSMODELLIB(knp);['GAMS Model Library']
korcns;2001-07-31;General Equilibrium;indefinite;False;0.04562236286919831;0.0;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;337.6033732;6.454545;23;2;3.85424;1e-05;0;78;96;5;5;0;200;346;11;29;173;0.06402048655569782;34;34;200;{'vcpower'};0;44;0;0;71;0;0;1;1;27;27;0;11;11;0;0;96;346;linear;;constant;;;;;;;;;;;;;;;;;;;;;True;0.0;NLP;['g00053'];GAMSMODELLIB;['GAMS Model Library']
kport20;2014-02-28;Product Portfolio Optimization;indefinite;False;0.06683168316831684;31.80929785;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};1.1003072189391959e-08;176.07;39.0;39;39;250.0;0.0003846154;2;27;61;0;0;38;116;187;2;2;230;0.07435897435897436;7;8;116;set();0;20;38;0;78;0;2;19;19;0;0;0;1;1;0;0;101;189;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;31.8092982;MINLP;['g00457'];first scenario of GAMSMODELLIB(kport);['GAMS Model Library']
kport40;2014-02-28;Product Portfolio Optimization;indefinite;False;0.038676144615149434;32.66417157;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.13812200411485895;151.25;75.0;75;75;250.0;0.0003846154;3;48;153;0;0;111;336;504;3;3;669;0.03929824561403509;10;11;336;set();0;38;111;0;225;0;2;37;37;0;0;0;1;1;0;0;267;506;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;37.17581241;MINLP;['g00457'];second scenario of GAMSMODELLIB(kport);['GAMS Model Library']
kriging_peaks-full010;2020-12-11;Kriging;indefinite;False;0.10461538461538461;0.291114613;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};2.119165347416397e-05;54.00638294;1.0;1;1;64.25589;0.06480719;0;24;26;10;10;0;30;67;12;12;12;0.125;4;5;30;{'exp', 'sqrt', 'mul'};0;20;0;0;12;0;1;0;0;10;10;0;0;0;0;0;26;68;linear;min;linear;;;;;;;True;;;;;;True;;;;;;True;;;0.2911207822;NLP;['SchweidtmannBongartzGrotheKerkenhoffLinNajmanMitsos2021'];;['other']
kriging_peaks-full020;2020-12-11;Kriging;indefinite;False;0.06183574879227053;0.3724162097;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};3.309979447445597e-05;9.519659;1.0;1;1;9.842393;0.01364768;0;44;46;20;20;0;60;127;22;22;22;0.06818181818181818;4;5;60;{'exp', 'sqrt', 'mul'};0;40;0;0;22;0;1;0;0;20;20;0;0;0;0;0;46;128;linear;min;linear;;;;;;;True;;;;;;True;;;;;;True;;;0.3724285366;NLP;['SchweidtmannBongartzGrotheKerkenhoffLinNajmanMitsos2021'];;['other']
kriging_peaks-full030;2020-12-11;Kriging;indefinite;False;0.04382284382284382;-1.586603975;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};1.0120460276988738e-05;53.63775656;1.0;1;1;32.71805;0.009231581;0;64;66;30;30;0;90;187;32;32;32;0.046875;4;5;90;{'exp', 'sqrt', 'mul'};0;60;0;0;32;0;1;0;0;30;30;0;0;0;0;0;66;188;linear;min;linear;;;;;;;True;;;;;;True;;;;;;True;;;-1.586587918;NLP;['SchweidtmannBongartzGrotheKerkenhoffLinNajmanMitsos2021'];;['other']
kriging_peaks-full050;2020-12-11;Kriging;indefinite;False;0.027672955974842768;-1.156813748;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.00019353272760257842;65.41307756;1.0;1;1;63.9381;0.0004948373;0;104;106;50;50;0;150;307;52;52;52;0.028846153846153848;4;5;150;{'exp', 'sqrt', 'mul'};0;100;0;0;52;0;1;0;0;50;50;0;0;0;0;0;106;308;linear;min;linear;;;;;;;True;;;;;;True;;;;;;True;;;-1.15658991;NLP;['SchweidtmannBongartzGrotheKerkenhoffLinNajmanMitsos2021'];;['other']
kriging_peaks-full100;2020-12-11;Kriging;indefinite;False;0.014397347856973716;-2.638175064;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0002512526593324436;55.57614369;1.0;1;1;40.45832;0.0008065436;0;204;206;100;100;0;300;607;102;102;102;0.014705882352941176;4;5;300;{'exp', 'sqrt', 'mul'};0;200;0;0;102;0;1;0;0;100;100;0;0;0;0;0;206;608;linear;min;linear;;;;;;;True;;;;;;True;;;;;;True;;;-2.637512382;NLP;['SchweidtmannBongartzGrotheKerkenhoffLinNajmanMitsos2021'];;['other']
kriging_peaks-full200;2020-12-11;Kriging;indefinite;False;0.007346591254637232;-4.517208673;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.1611768191269023;65.12359793;1.0;1;1;48.7979;0.001288782;0;404;406;200;200;0;600;1207;202;202;202;0.007425742574257425;4;5;600;{'exp', 'sqrt', 'mul'};0;400;0;0;202;0;1;0;0;200;200;0;0;0;0;0;406;1208;linear;min;linear;;;;;;;True;;;;;;True;;;;;;True;;;-3.890198804;NLP;['SchweidtmannBongartzGrotheKerkenhoffLinNajmanMitsos2021'];;['other']
kriging_peaks-full500;2020-12-11;Kriging;indefinite;False;0.00297518372352947;-38.48582412;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};6.809657178375222;64.95772441;1.0;1;1;43.247;0.0002692622;0;1004;1006;500;500;0;1500;3007;502;502;502;0.00298804780876494;4;5;1500;{'exp', 'sqrt', 'mul'};0;1000;0;0;502;0;1;0;0;500;500;0;0;0;0;0;1006;3008;linear;min;linear;;;;;;;True;;;;;;True;;;;;;True;;;-4.927978686;NLP;['SchweidtmannBongartzGrotheKerkenhoffLinNajmanMitsos2021'];;['other']
kriging_peaks-red010;2020-12-11;Kriging;linear;False;1.0;0.2911072362;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};4.65326804541158e-05;0.0;2.0;2;2;64.25589;0.03837176;0;0;2;0;1;0;0;0;1;2;4;1.0;0;0;2;{'exp', 'sqrt', 'mul', 'sqr'};0;1;0;0;2;2;2;0;0;0;0;0;0;0;0;0;2;2;nonconvex;min;nonlinear;;;;;;;True;;;;;;True;;;;;True;True;;;0.2911207822;NLP;['SchweidtmannBongartzGrotheKerkenhoffLinNajmanMitsos2021'];;['other']
kriging_peaks-red020;2020-12-11;Kriging;linear;False;1.0;0.3724267094;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};4.906200210425458e-06;0.0;2.0;2;2;9.842393;0.003163266;0;0;2;0;1;0;0;0;1;2;4;1.0;0;0;2;{'exp', 'sqrt', 'mul', 'sqr'};0;1;0;0;2;2;2;0;0;0;0;0;0;0;0;0;2;2;indefinite;min;nonlinear;;;;;;;True;;;;;;True;;;;;True;True;;;0.3724285366;NLP;['SchweidtmannBongartzGrotheKerkenhoffLinNajmanMitsos2021'];;['other']
kriging_peaks-red030;2020-12-11;Kriging;linear;False;1.0;-1.586640975;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};3.3440945438935316e-05;0.0;2.0;2;2;32.71805;0.002094824;0;0;2;0;1;0;0;0;1;2;4;1.0;0;0;2;{'exp', 'sqrt', 'mul', 'sqr'};0;1;0;0;2;2;2;0;0;0;0;0;0;0;0;0;2;2;nonconvex;min;nonlinear;;;;;;;True;;;;;;True;;;;;True;True;;;-1.586587918;NLP;['SchweidtmannBongartzGrotheKerkenhoffLinNajmanMitsos2021'];;['other']
kriging_peaks-red050;2020-12-11;Kriging;linear;False;1.0;-1.156598015;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};7.007669641363165e-06;0.0;2.0;2;2;63.9381;0.0003116019;0;0;2;0;1;0;0;0;1;2;4;1.0;0;0;2;{'exp', 'sqrt', 'mul', 'sqr'};0;1;0;0;2;2;2;0;0;0;0;0;0;0;0;0;2;2;indefinite;min;nonlinear;;;;;;;True;;;;;;True;;;;;True;True;;;-1.15658991;NLP;['SchweidtmannBongartzGrotheKerkenhoffLinNajmanMitsos2021'];;['other']
kriging_peaks-red100;2020-12-11;Kriging;linear;False;1.0;-2.637922686;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.00015556476731636492;0.0;2.0;2;2;40.45832;0.0004264578;0;0;2;0;1;0;0;0;1;2;4;1.0;0;0;2;{'exp', 'sqrt', 'mul', 'sqr'};0;1;0;0;2;2;2;0;0;0;0;0;0;0;0;0;2;2;nonconvex;min;nonlinear;;;;;;;True;;;;;;True;;;;;True;True;;;-2.637512382;NLP;['SchweidtmannBongartzGrotheKerkenhoffLinNajmanMitsos2021'];;['other']
kriging_peaks-red200;2020-12-11;Kriging;linear;False;1.0;-7.0805322;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.8200952076586984;0.0;2.0;2;2;48.7979;0.0004778437;0;0;2;0;1;0;0;0;1;2;4;1.0;0;0;2;{'exp', 'sqrt', 'mul', 'sqr'};0;1;0;0;2;2;2;0;0;0;0;0;0;0;0;0;2;2;indefinite;min;nonlinear;;;;;;;True;;;;;;True;;;;;True;True;;;-3.890198804;NLP;['SchweidtmannBongartzGrotheKerkenhoffLinNajmanMitsos2021'];;['other']
kriging_peaks-red500;2020-12-11;Kriging;linear;False;1.0;-11.43233368;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};1.319882939526171;0.0;2.0;2;2;43.247;0.0002024176;0;0;2;0;1;0;0;0;1;2;4;1.0;0;0;2;{'exp', 'sqrt', 'mul', 'sqr'};0;1;0;0;2;2;2;0;0;0;0;0;0;0;0;0;2;2;indefinite;min;nonlinear;;;;;;;True;;;;;;True;;;;;True;True;;;-4.927978686;NLP;['SchweidtmannBongartzGrotheKerkenhoffLinNajmanMitsos2021'];;['other']
lakes;2017-02-06;Water Resource Management;indefinite;False;0.04219409282700422;350.521507;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};9.377741263741478e-06;551.1004898;1.153846;2;1;556554.8;0.001;0;78;90;0;0;0;30;240;78;90;114;0.05263157894736842;60;60;90;set();0;19;0;0;90;60;60;0;0;0;1;0;18;18;0;0;90;300;convex;min;quadratic;;;;;;;;;;;;;;;;;;;;;;350.5247941;NLP;;"CUTE model <a href=""http://orfe.princeton.edu/~rvdb/ampl/nlmodels/cute/lakes.mod"">lakes</a>";['other']
launch;2001-07-31;Launch Vehicle Design;indefinite;False;0.09709618874773139;2257.797555;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};1.3287285653529577e-09;522085.0;6.8;30;1;5272.77;7.05e-05;0;28;38;3;4;0;30;85;5;22;136;0.11764705882352941;16;16;52;{'div', 'log', 'mul', 'vcpower'};0;13;0;0;34;22;22;0;0;9;9;0;0;0;0;0;38;107;indefinite;min;nonlinear;;;;;True;;;;True;;;;True;;;;;;;;True;2257.797558;NLP;['g00091'];GAMSMODELLIB;['GAMS Model Library']
least;2001-07-31;Statistics;linear;False;1.0;0.0;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;0.0;3.0;3;3;460.0;3.0;0;0;3;0;1;0;0;0;1;3;9;1.0;0;0;3;{'exp', 'mul', 'sqr'};0;1;0;0;3;3;3;0;0;0;0;0;0;0;0;0;3;3;indefinite;min;nonlinear;;;;;;;True;;;;;;True;;;;;True;;;;0.0;NLP;['g00095'];GAMSMODELLIB;['GAMS Model Library']
like;2001-07-31;Statistics;linear;;0.4444444444444444;;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};inf;1.110223025e-15;9.0;9;9;260.0;0.3989424;0;3;9;0;1;0;0;7;1;9;81;1.0;3;3;9;{'log', 'mul', 'sqr', 'div', 'exp'};0;1;0;0;9;9;9;0;0;0;0;0;0;0;0;0;9;16;unknown;min;nonlinear;;;;;True;;True;;True;;;;True;;;;;True;;;;-160.6243051;NLP;['g00094'];GAMSMODELLIB;['GAMS Model Library']
lip;2014-03-07;Location Item Planning;linear;False;0.06746031746031746;5685067.881;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};7.035975314404356e-10;6000.0;12.0;12;12;800000.0;0.5;52;83;8;0;1;0;0;280;4;48;576;1.0;83;83;48;{'vcpower'};48;1;0;0;48;48;60;0;0;0;0;0;0;0;0;0;60;340;convex;max;nonlinear;;;;;;;;;;;;;;;;;;;;;True;5685067.877;MBNLP;;AIMMS clients;['other']
lnts100;2001-07-31;Particle Steering;indefinite;False;0.009861709362956246;0.5022976956;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.10411695307009071;1.0;304.0;304;304;100.0;0.5;0;400;506;200;200;0;1200;2000;1;101;707;0.009868421052631578;0;1;1200;{'sin', 'cos', 'mul'};0;400;0;0;304;0;1;0;0;200;200;0;0;0;0;0;506;2001;linear;min;linear;;;True;;;;;;;;;;True;;;;True;;;;;0.5545954012;NLP;['g00311', 'g00319', 'g00320'];GAMSMODELLIB(lnts), COPS;['GAMS Model Library']
lnts200;2001-07-31;Particle Steering;indefinite;False;0.004965214952482359;0.5001763449;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.10876298280534705;0.5;604.0;604;604;200.0;0.5;0;800;1006;400;400;0;2400;4000;1;201;1407;0.004966887417218543;0;1;2400;{'sin', 'cos', 'mul'};0;800;0;0;604;0;1;0;0;400;400;0;0;0;0;0;1006;4001;linear;min;linear;;;True;;;;;;;;;;True;;;;True;;;;;0.5545770161;NLP;['g00311', 'g00319', 'g00320'];GAMSMODELLIB(lnts), COPS;['GAMS Model Library']
lnts400;2001-07-31;Particle Steering;indefinite;False;0.002491276949912287;0.4499999999;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.23238314182941844;0.25;1204.0;1204;1204;400.0;0.5;0;1600;2006;800;800;0;4800;8000;1;401;2807;0.0024916943521594683;0;1;4800;{'sin', 'cos', 'mul'};0;1600;0;0;1204;0;1;0;0;800;800;0;0;0;0;0;2006;8001;linear;min;linear;;;True;;;;;;;;;;True;;;;True;;;;;0.5545724137;NLP;['g00311', 'g00319', 'g00320'];GAMSMODELLIB(lnts), COPS;['GAMS Model Library']
lnts50;2001-07-31;Particle Steering;indefinite;False;0.01945351368159204;0.5063418849;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0954431806674346;2.0;154.0;154;154;100.0;0.5;0;200;256;100;100;0;600;1000;1;51;357;0.01948051948051948;0;1;600;{'sin', 'cos', 'mul'};0;200;0;0;154;0;1;0;0;100;100;0;0;0;0;0;256;1001;linear;min;linear;;;True;;;;;;;;;;True;;;;True;;;;;0.5546687649;NLP;['g00311', 'g00319', 'g00320'];GAMSMODELLIB(lnts), COPS;['GAMS Model Library']
lop97ic;2001-06-25;Rail Line Optimization;indefinite;False;0.08327959522805625;3956.101559;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.017440407171306346;19.95942222;2.0;2;2;230.2635;0.001;0;91;91;0;0;1662;7160;11769;831;0;1662;0.13270156438026473;52;52;8822;set();0;40;1662;0;1662;1662;1662;0;0;39;40;0;0;0;0;0;1753;13431;indefinite;min;quadratic;;;;;;;;;;;;;;;;;;;;;;4025.097581;MIQCQP;['g00044', 'g00046'];;['other']
lop97icx;2001-06-25;Rail Line Optimization;indefinite;False;0.021782223861331367;4099.059954;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;0.5;2.0;2;2;217.5823;0.001;0;87;87;0;0;899;568;991;68;0;136;0.12941176470588237;48;48;704;set();0;40;136;0;136;136;899;0;0;39;40;0;0;0;0;0;986;1890;indefinite;min;quadratic;;;;;;;;;;;;;;;;;;;;;;4099.059954;MIQCQP;['g00044', 'g00046'];;['other']
